parameter,value,n_reps,viable_rate,viable_ci_lower,viable_ci_upper,healthy_rate,healthy_ci_lower,healthy_ci_upper,no_crash_rate,no_crash_ci_lower,no_crash_ci_upper,low_var_rate,low_var_ci_lower,low_var_ci_upper,stability_mean,stability_std,stability_se,stability_ci_lower,stability_ci_upper,fish_mean,fish_std,fish_se,fish_ci_lower,fish_ci_upper,cv_mean,cv_std,cv_se,cv_ci_lower,cv_ci_upper,persist_viable_mean,persist_viable_std,persist_viable_se,persist_viable_ci_lower,persist_viable_ci_upper,persist_healthy_mean,persist_healthy_std,persist_healthy_se,persist_healthy_ci_lower,persist_healthy_ci_upper
imitation_period,17.0,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,0.8666666666666667,0.6946360061780545,1.0,0.5799999999999998,0.094112394811432,0.02429971585175823,0.5323725569305537,0.627627443069446,14.258148148148148,0.4643562737502244,0.11989627432943677,14.023151450462452,14.493144845833845,0.35910891583185656,0.03175120574376364,0.008198126071173456,0.3430405887323566,0.3751772429313565,0.8202222222222223,0.038246854373772184,0.00987529533562933,0.8008666433643888,0.8395778010800558,0.15000000000000002,0.02402600002598596,0.006203486531774839,0.13784116639772134,0.1621588336022787
imitation_period,19.0,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,0.8666666666666667,0.6946360061780545,1.0,0.5999999999999999,0.0654653670707977,0.016903085094570326,0.5668699532146421,0.6331300467853577,14.49674074074074,0.47331423067993517,0.12220920886309096,14.257210691369082,14.7362707901124,0.3538633045498362,0.03721221779796195,0.009608153320463326,0.3350313240417281,0.37269528505794436,0.8443703703703703,0.035492172340842634,0.009164039493120469,0.8264088529638542,0.8623318877768864,0.15333333333333332,0.034518609351107864,0.008912666610072024,0.13586450677759215,0.1708021598890745
imitation_period,21.0,15,1.0,1.0,1,0.0,0,0.0,0.4666666666666667,0.2141946806886107,0.7191386526447227,0.9333333333333333,0.8070973403443054,1.0,0.6266666666666666,0.079880863671798,0.02062515031210258,0.5862413720549455,0.6670919612783877,14.60822222222222,0.572804573449863,0.14789750490685083,14.318343112604794,14.898101331839648,0.3496425496563458,0.03791435738773065,0.009789444982989129,0.3304552374896871,0.3688298618230045,0.8501481481481481,0.0378054675988076,0.009761329760384397,0.8310159418177947,0.8692803544785015,0.16162962962962962,0.029680445841889065,0.007663458163576501,0.1466092516290197,0.17665000763023955
imitation_period,22.0,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,0.9333333333333333,0.8070973403443054,1.0,0.5999999999999999,0.07559289460184543,0.01951800145897066,0.5617447171404174,0.6382552828595823,14.247925925925925,0.3406379186936908,0.08795233241249471,14.075539354397435,14.420312497454415,0.3503847571066979,0.02890024008846563,0.007462009904268223,0.3357592176943322,0.36501029651906364,0.8284444444444443,0.03540593519332006,0.009141773157375178,0.810526569055989,0.8463623198328997,0.14703703703703702,0.02061517166465224,0.005322814435760344,0.13660432074294676,0.15746975333112728
imitation_period,24.0,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,0.9333333333333333,0.8070973403443054,1.0,0.5866666666666666,0.08338093878327917,0.021528865819918686,0.544470089659626,0.6288632436737072,14.355629629629629,0.5171560179044535,0.13352910964899287,14.093912574717603,14.617346684541655,0.3596148030619378,0.02260907714815408,0.005837638617861295,0.3481730313709297,0.37105657475294596,0.8261481481481482,0.037167969623082865,0.009596728490836206,0.8073385603061092,0.8449577359901872,0.15799999999999997,0.029451781056625544,0.007604417169897187,0.1430953423470015,0.17290465765299845
imitation_period,26.0,15,1.0,1.0,1,0.0,0,0.0,0.3333333333333333,0.09476973050886098,0.5718969361578057,1.0,1.0,1.0,0.6333333333333332,0.04879500364742665,0.012598815766974239,0.6086396544300637,0.6580270122366026,14.467481481481483,0.6692640495490643,0.17280323454125743,14.128787141780618,14.806175821182348,0.34226475389123256,0.030785565371626973,0.007948798799192735,0.3266851082448148,0.35784439953765035,0.8437037037037037,0.03473423072769228,0.008968339810111874,0.8261257576758845,0.861281649731523,0.15192592592592594,0.038525436904125215,0.009947225035669438,0.13242936485601384,0.17142248699583804
imitation_period,28.0,15,1.0,1.0,1,0.0,0,0.0,0.4,0.15207743144279912,0.647922568557201,1.0,1.0,1.0,0.6333333333333332,0.061721339984836754,0.01593638145779191,0.6020980256760611,0.6645686409906053,14.477111111111109,0.5118086682294272,0.13214842989981124,14.218100188507478,14.73612203371474,0.3487185422596999,0.030335309646647303,0.00783254327090068,0.33336675744873456,0.3640703270706652,0.8408148148148149,0.029862904461960393,0.007710568776703717,0.8257021000124756,0.8559275296171542,0.15777777777777774,0.037258333584806964,0.009620060365426524,0.13892245946154175,0.17663309609401373
imitation_period,29.0,15,1.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.9333333333333333,0.8070973403443054,1.0,0.5599999999999999,0.10555973258234948,0.027255405754769865,0.506579404720651,0.6134205952793489,14.201185185185187,0.5058571343069285,0.1306117504487295,13.945186154305677,14.457184216064697,0.36305103030927466,0.03800332914777487,0.009812417392651398,0.3438186922196779,0.3822833683988714,0.8197777777777778,0.03142191688408259,0.008113104053197703,0.8038760938335103,0.8356794617220453,0.14711111111111114,0.028848567709793244,0.007448668153464418,0.13251172153032087,0.1617105006919014
imitation_period,31.0,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,1.0,1.0,1.0,0.6199999999999999,0.0560611910581388,0.014474937289114915,0.5916291229133347,0.6483708770866651,14.388074074074073,0.5368666797852234,0.13861838066278934,14.116382047975005,14.65976610017314,0.33956576554086026,0.025249207010596273,0.006519317217132194,0.32678790379528116,0.35234362728643936,0.8524444444444444,0.03252512256523559,0.008397950535234167,0.8359844613953855,0.8689044274935034,0.1442962962962963,0.03307003595510175,0.008538646567505971,0.12756054902398462,0.161032043568608
imitation_period,33.0,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,1.0,1.0,1.0,0.6199999999999999,0.0560611910581388,0.014474937289114915,0.5916291229133347,0.6483708770866651,14.421111111111113,0.7125802037225097,0.1839874174569579,14.060495772895475,14.78172644932675,0.3444877263229798,0.022489458902712173,0.005806753319694691,0.3331064898163782,0.3558689628295814,0.8397037037037037,0.031394589078342805,0.008106048044096462,0.8238158495372747,0.8555915578701327,0.15659259259259262,0.04294179372641638,0.011087523463912317,0.13486104660332449,0.17832413858186075
imitation_period,34.0,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,1.0,1.0,1.0,0.6133333333333332,0.051639777949432225,0.013333333333333332,0.5871999999999998,0.6394666666666665,14.521037037037036,0.46010838893769457,0.11879947518706772,14.288190065670383,14.75388400840369,0.3394634371752777,0.023812878807656843,0.006148458869820699,0.32741245779042916,0.3515144165601263,0.8545925925925925,0.03429271925304803,0.008854342037548098,0.8372380821989982,0.8719471029861867,0.15162962962962964,0.028860995895294315,0.007451877097162367,0.13702395051919142,0.16623530874006787
imitation_period,36.0,15,1.0,1.0,1,0.0,0,0.0,0.3333333333333333,0.09476973050886098,0.5718969361578057,1.0,1.0,1.0,0.6199999999999998,0.06761234037828132,0.017457431218879386,0.5857834348109962,0.6542165651890034,14.222592592592592,0.5950632688586469,0.15364467534861906,13.921449028909299,14.523736156275886,0.3341869394182746,0.02553579192903379,0.006593313124891042,0.32126404569348815,0.34710983314306104,0.8395555555555555,0.03423335213777737,0.00883901351429772,0.822231089067532,0.856880022043579,0.13237037037037036,0.0289098418113405,0.007464489058454174,0.11773997181580018,0.14700076892494054
imitation_period,38.0,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,1.0,1.0,1.0,0.6133333333333332,0.051639777949432204,0.013333333333333327,0.5871999999999998,0.6394666666666665,14.48066666666667,0.3891860089457006,0.10048739541490861,14.28371137165345,14.67762196167989,0.34272211139916353,0.028920250029182557,0.0074671764487452405,0.32808644555962285,0.3573577772387042,0.8450370370370369,0.02743556397247827,0.007083832157281103,0.831152726008766,0.8589213480653078,0.1517777777777778,0.02974257573391178,0.007679500032716877,0.1367259577136527,0.16682959784190288
imitation_period,39.0,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,0.8666666666666667,0.6946360061780545,1.0,0.6066666666666666,0.079880863671798,0.02062515031210258,0.5662413720549455,0.6470919612783876,14.464888888888886,0.44754391466710314,0.11555534188014424,14.238400418803803,14.69137735897397,0.3460253334241417,0.029395601498806455,0.007589911670441812,0.3311491065500758,0.36090156029820764,0.8468888888888889,0.0375487924783006,0.009695056529243769,0.8278865780915712,0.8658911996862066,0.14688888888888887,0.020359208100939354,0.00525672492779395,0.13658570803041273,0.15719206974736502
imitation_period,41.0,15,1.0,1.0,1,0.0,0,0.0,0.13333333333333333,0.0,0.3053639938219455,0.8,0.5975720704382257,1.0,0.5666666666666667,0.0899735410842437,0.02323106841457231,0.521133772574105,0.6121995607592283,14.354296296296297,0.6255349550678665,0.16151243089656345,14.037731931739033,14.670860660853561,0.36670409273580323,0.033025759048235036,0.008527214319311546,0.3499907526699526,0.38341743280165386,0.8222962962962962,0.042917143967483334,0.01108115892352327,0.8005772248061905,0.8440153677864018,0.15748148148148147,0.025230740001725788,0.006514549055944885,0.1447129653318295,0.17024999763113344
imitation_period,43.0,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,0.8,0.5975720704382257,1.0,0.5933333333333333,0.079880863671798,0.02062515031210258,0.5529080387216122,0.6337586279450543,14.307111111111112,0.45131061348174606,0.11652789933209699,14.078716428420202,14.535505793802022,0.3648736881166699,0.03650069719381671,0.009424439490440794,0.34640178671540595,0.3833455895179339,0.8215555555555556,0.034021468478893105,0.008784305388818237,0.8043383169934718,0.8387727941176394,0.15162962962962964,0.026788302833966167,0.006916710049940794,0.1380728779317457,0.1651863813275136
imitation_period,44.0,15,1.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.9333333333333333,0.8070973403443054,1.0,0.58,0.04140393356054124,0.010690449676496972,0.5590467186340659,0.6009532813659341,14.527555555555555,0.6106788081323439,0.15767659025189082,14.21850943866185,14.83660167244926,0.36397249651936237,0.019696388229361473,0.005085585572850185,0.354004748796576,0.3739402442421487,0.8336296296296297,0.02985404432191848,0.007708281098381891,0.8185213986768012,0.8487378605824583,0.16548148148148148,0.03984198654470352,0.010287156691163781,0.14531865436680047,0.1856443085961625
imitation_period,46.0,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,0.8666666666666667,0.6946360061780545,1.0,0.5866666666666666,0.09154754164341267,0.023637473611411147,0.5403372183883007,0.6329961149450324,14.48325925925926,0.644481863536891,0.16640450162740664,14.157106436069542,14.809412082448977,0.3582327811258789,0.046709024176934934,0.012060218183657906,0.33459475348590945,0.3818708087658484,0.8303703703703704,0.04502530479322173,0.011625483708137383,0.8075844223024211,0.8531563184383197,0.162,0.0441681890523288,0.011404177375454011,0.13964781234411014,0.18435218765588987
imitation_period,48.0,15,0.9333333333333333,0.8070973403443054,1,0.0,0,0.0,0.13333333333333333,0.0,0.3053639938219455,0.7333333333333333,0.5095408368517008,0.9571258298149657,0.5399999999999998,0.16388149028228557,0.04231401884099631,0.457064523071647,0.6229354769283526,13.65074074074074,3.6907494511109737,0.9529474106117977,11.782963815941617,15.518517665539864,0.7037182563401472,1.3342368575556505,0.3444984752806101,0.02850124479015137,1.378935267890143,0.7855555555555556,0.212992038502871,0.05499430786642588,0.6777667121373608,0.8933443989737503,0.15733333333333333,0.05323535974647735,0.013745310781831164,0.13039252420094424,0.1842741424657224
imitation_period,50.0,15,1.0,1.0,1,0.0,0,0.0,0.3333333333333333,0.09476973050886098,0.5718969361578057,0.8,0.5975720704382257,1.0,0.5933333333333333,0.10997835284835873,0.02839628860166776,0.5376766076740644,0.6489900589926021,14.340740740740745,0.4102385993623949,0.1059231508868008,14.133131365002615,14.548350116478876,0.3591852431526796,0.03807699064775348,0.009831436710162986,0.33991562720076013,0.37845485910459903,0.8237037037037036,0.041528695730506784,0.010722663130264522,0.8026872839683852,0.844720123439022,0.15296296296296302,0.022021580992164794,0.005685947762654136,0.14181850534816093,0.16410742057776512
cooperation_increase,0.01,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,0.9333333333333333,0.8070973403443054,1.0,0.6066666666666667,0.05936168397046636,0.015327120894696265,0.576625509713062,0.6367078236202713,14.525111111111109,0.4550443899504715,0.11749195627088597,14.294826876820173,14.755395345402045,0.353121481127855,0.03229853637356452,0.00833944623211266,0.3367761665129142,0.36946679574279584,0.8478518518518519,0.026641743202981138,0.006878868515938706,0.834369269560612,0.8613344341430917,0.15733333333333335,0.03414565749734402,0.008816370855501054,0.1400532464565513,0.17461342021011542
cooperation_increase,0.0406896551724138,15,0.9333333333333333,0.8070973403443054,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,0.8666666666666667,0.6946360061780545,1.0,0.5799999999999998,0.15212776585113297,0.039279220242478624,0.5030127283247418,0.6569872716752579,13.484740740740738,3.7759238790666294,0.9749393533447975,11.573859608184936,15.395621873296541,0.35582546428426215,0.04298279383562588,0.011487634861375072,0.333309699955967,0.3783412286125573,0.7802222222222223,0.2190444214167343,0.056557026415110075,0.6693704504486065,0.891073993995838,0.14392592592592593,0.05414538314729115,0.013980277813565223,0.11652458141133809,0.17132727044051377
cooperation_increase,0.07137931034482758,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,0.8666666666666667,0.6946360061780545,1.0,0.5999999999999999,0.07559289460184543,0.01951800145897066,0.5617447171404174,0.6382552828595823,14.482740740740741,0.44910961622291246,0.11595960428352961,14.255459916345023,14.71002156513646,0.34486962329372456,0.03692854946418372,0.009534910471625357,0.3261811987693389,0.36355804781811024,0.845111111111111,0.0326323110561867,0.008425626484591416,0.8285968832013119,0.8616253390209102,0.15400000000000003,0.0354606869287711,0.009155909994680366,0.1360544164104265,0.17194558358957354
cooperation_increase,0.10206896551724139,15,1.0,1.0,1,0.0,0,0.0,0.4,0.15207743144279912,0.647922568557201,1.0,1.0,1.0,0.6066666666666666,0.079880863671798,0.02062515031210258,0.5662413720549455,0.6470919612783876,14.402,0.5601003311482515,0.14461728364949583,14.118550124046987,14.685449875953012,0.3534269682465651,0.02656072736846742,0.006857950317415324,0.3399853856244311,0.36686855086869913,0.8307407407407408,0.04021912350307591,0.010384533035098153,0.8103870559919484,0.8510944254895332,0.15214814814814812,0.03387253486911969,0.008745850896128705,0.13500628039173584,0.1692900159045604
cooperation_increase,0.1327586206896552,15,1.0,1.0,1,0.0,0,0.0,0.4,0.15207743144279912,0.647922568557201,0.8666666666666667,0.6946360061780545,1.0,0.6133333333333332,0.09154754164341268,0.02363747361141115,0.5670038850549673,0.659662781611699,14.49074074074074,0.5471930403413416,0.14128463549350795,14.213822855173465,14.767658626308016,0.3631615103008041,0.0428611239881333,0.011066694627051432,0.34147078883178333,0.3848522317698249,0.8348148148148147,0.049879337061813925,0.012878789450684781,0.8095723874914725,0.8600572421381568,0.16407407407407407,0.02536042364779287,0.006548033229377769,0.15123992894449365,0.1769082192036545
cooperation_increase,0.16344827586206898,15,1.0,1.0,1,0.0,0,0.0,0.06666666666666667,0.0,0.19290265965569464,0.9333333333333333,0.8070973403443054,1.0,0.5866666666666666,0.051639777949432204,0.013333333333333327,0.5605333333333332,0.6127999999999999,14.351037037037038,0.4159442343801033,0.10739633951367564,14.140540211590235,14.561533862483842,0.35824320929620695,0.022307639858626688,0.005759807844376929,0.34695398592122817,0.36953243267118574,0.8317777777777777,0.033069858183581415,0.008538600667096791,0.815042120470268,0.8485134350852874,0.15437037037037038,0.01856143175973215,0.0047925410724805355,0.14497698986830854,0.16376375087243222
cooperation_increase,0.1941379310344828,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,0.7333333333333333,0.5095408368517008,0.9571258298149657,0.56,0.10555973258234949,0.027255405754769868,0.5065794047206511,0.613420595279349,14.27111111111111,0.4644089376569548,0.11990987209168429,14.036087761811409,14.506134460410813,0.3690973411879737,0.050815069560839275,0.013120394543033462,0.3433813678836281,0.3948133144923193,0.8197037037037037,0.038332681537285085,0.00989745581395851,0.8003046903083451,0.8391027170990624,0.1568888888888889,0.03237566094331905,0.008359359710395505,0.14050454385651373,0.1732732339212641
cooperation_increase,0.22482758620689658,15,1.0,1.0,1,0.0,0,0.0,0.06666666666666667,0.0,0.19290265965569464,0.8666666666666667,0.6946360061780545,1.0,0.5533333333333333,0.08338093878327917,0.021528865819918686,0.5111367563262927,0.595529910340374,14.03874074074074,0.4943464976406433,0.1276397168412117,13.788566895731966,14.288914585749515,0.3631635961438949,0.03054627086437039,0.007887013223096491,0.34770505022662573,0.378622142061164,0.8167407407407407,0.03864656170132744,0.009978499323827904,0.7971828820660379,0.8362985994154434,0.1382962962962963,0.02024047086378605,0.005226067104989321,0.12805320477051724,0.14853938782207537
cooperation_increase,0.25551724137931037,15,1.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5799999999999998,0.04140393356054124,0.010690449676496972,0.5590467186340657,0.600953281365934,14.265555555555554,0.5392656186031216,0.13923778400214204,13.992649498911357,14.538461612199752,0.350041673722604,0.024333945579263508,0.006282997731733677,0.33772699816840596,0.362356349276802,0.8313333333333334,0.03186501512179967,0.008227511526225174,0.815207410741932,0.8474592559247347,0.14940740740740738,0.030260091431635022,0.007813122011295746,0.1340936882652677,0.16472112654954704
cooperation_increase,0.28620689655172415,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,0.9333333333333333,0.8070973403443054,1.0,0.5933333333333333,0.079880863671798,0.02062515031210258,0.5529080387216122,0.6337586279450543,14.380666666666666,0.7553031557876989,0.19501843624691093,13.998430531622722,14.762902801710611,0.3536789081911946,0.03422857598252826,0.00883778031631514,0.3363568587712169,0.37100095761117224,0.8333333333333334,0.04681382692682144,0.012087278137321052,0.809642268184184,0.8570243984824827,0.15318518518518515,0.03806813409700137,0.009829149958591802,0.1339200512663452,0.17245031910402508
cooperation_increase,0.31689655172413794,15,1.0,1.0,1,0.0,0,0.0,0.3333333333333333,0.09476973050886098,0.5718969361578057,0.9333333333333333,0.8070973403443054,1.0,0.6199999999999999,0.07745966692414832,0.019999999999999997,0.5807999999999999,0.6591999999999999,14.340148148148149,0.4631547496932674,0.11958604215192596,14.105759505530374,14.574536790765924,0.34903668551842754,0.024909397133604676,0.006431578684167845,0.33643079129745856,0.3616425797393965,0.8375555555555556,0.026690465570704303,0.00689144857719068,0.8240483163442619,0.8510627947668493,0.1531111111111111,0.030301832588163012,0.007823899531568035,0.13777626802923773,0.16844595419298444
cooperation_increase,0.34758620689655173,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,1.0,1.0,1.0,0.6199999999999999,0.0560611910581388,0.014474937289114915,0.5916291229133347,0.6483708770866651,14.361185185185183,0.49687479511677757,0.1282925204425001,14.109731845117883,14.612638525252484,0.3375604568727611,0.030863676654426297,0.007968967045688245,0.32194128146321216,0.35317963228231003,0.8444444444444446,0.04006828386809244,0.010345586408815555,0.8241670950831661,0.864721793805723,0.14918518518518517,0.03012749705463748,0.007778886290368265,0.13393856805606338,0.16443180231430696
cooperation_increase,0.3782758620689656,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,0.8666666666666667,0.6946360061780545,1.0,0.5933333333333333,0.07037315505489966,0.018170270503179913,0.5577196031471007,0.6289470635195659,14.718148148148147,0.5918207440288861,0.1528074590375972,14.418645528434457,15.017650767861838,0.359003827948275,0.030126130277226017,0.0077785333899580925,0.34375790250395716,0.37424975339259287,0.8374074074074073,0.03639307904305404,0.00939665260339723,0.8189899683047487,0.8558248465100659,0.18177777777777776,0.0412584233289498,0.010652879096253209,0.16089813474912146,0.20265742080643406
cooperation_increase,0.40896551724137936,15,1.0,1.0,1,0.0,0,0.0,0.13333333333333333,0.0,0.3053639938219455,0.7333333333333333,0.5095408368517008,0.9571258298149657,0.5666666666666667,0.0975900072948533,0.025197631533948477,0.5172793088601276,0.6160540244732057,14.531851851851851,0.4587337196178227,0.11844453709490733,14.299700559145833,14.764003144557869,0.3573961314521784,0.04472940733831311,0.011549083313800966,0.3347599281571285,0.3800323347472283,0.838,0.04412624185740899,0.01139334665629771,0.8156690405536564,0.8603309594463435,0.15770370370370365,0.03095330347288918,0.007992108590706933,0.14203917086591805,0.17336823654148925
cooperation_increase,0.43965517241379315,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,0.9333333333333333,0.8070973403443054,1.0,0.5999999999999999,0.07559289460184543,0.01951800145897066,0.5617447171404174,0.6382552828595823,14.359777777777776,0.4354262036625481,0.11242656235249117,14.139421715566893,14.580133839988658,0.3584430495928615,0.03240287935067345,0.008366387472955098,0.3420449301458695,0.3748411690398535,0.8364444444444444,0.03409500162490786,0.008803291565478865,0.8191899929761058,0.853698895912783,0.1528888888888889,0.02401057967871531,0.006199505015230041,0.14073785905903802,0.1650399187187398
cooperation_increase,0.47034482758620694,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,1.0,1.0,1.0,0.6199999999999999,0.0560611910581388,0.014474937289114915,0.5916291229133347,0.6483708770866651,14.557555555555556,0.535227819103372,0.13819522865428505,14.286692907393157,14.828418203717955,0.3465520909760134,0.021517225088476068,0.005555723628284282,0.33566287266457623,0.3574413092874506,0.841777777777778,0.02736132261621579,0.007064663121520807,0.8279310380595972,0.8556245174959587,0.16140740740740742,0.03559637207468596,0.009190943748710765,0.14339315765993432,0.1794216571548805
cooperation_increase,0.5010344827586207,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,0.9333333333333333,0.8070973403443054,1.0,0.5933333333333333,0.08837151016885367,0.022817425810877975,0.5486111787440124,0.6380554879226541,14.388518518518516,0.4744651991049181,0.12250638763255559,14.148405998758708,14.628631038278325,0.35430739791249294,0.037681995392912594,0.009729449373907672,0.3352376771396339,0.37337711868535195,0.8337037037037036,0.03882231641229946,0.010023878995068711,0.8140569008733689,0.8533505065340383,0.1517037037037037,0.027611779132370142,0.0071293307159218024,0.13773021550049697,0.16567719190691044
cooperation_increase,0.5317241379310346,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,1.0,1.0,1.0,0.6266666666666666,0.045773770821706326,0.011818736805705572,0.6035019425274837,0.6498313908058495,14.51659259259259,0.413500449802738,0.10676535704901867,14.307332492776514,14.725852692408665,0.34849077671102496,0.023530404157071676,0.006075524228657892,0.33658274922285547,0.36039880419919446,0.8426666666666666,0.029402635786297426,0.007591727915662143,0.8277868799519688,0.8575464533813644,0.16007407407407412,0.02864508436570987,0.007396128979940051,0.1455776612733916,0.17457048687475663
cooperation_increase,0.5624137931034483,15,1.0,1.0,1,0.0,0,0.0,0.2,0.0,0.4024279295617743,1.0,1.0,1.0,0.6066666666666666,0.05936168397046636,0.015327120894696265,0.5766255097130619,0.6367078236202712,14.496222222222224,0.5140510340505751,0.1327274062652386,14.236076505942357,14.756367938502091,0.3506618455057218,0.02418316113365361,0.00624406535528606,0.33842347740936113,0.3629002136020825,0.8368148148148148,0.03691800979716934,0.00953218914130394,0.8181317240978591,0.8554979055317705,0.16022222222222224,0.020372198090202607,0.005260078928599549,0.1499124675221671,0.17053197692227737
cooperation_increase,0.5931034482758621,15,1.0,1.0,1,0.0,0,0.0,0.13333333333333333,0.0,0.3053639938219455,0.9333333333333333,0.8070973403443054,1.0,0.5866666666666666,0.07432233529572063,0.019189944456771312,0.5490543755313948,0.6242789578019383,14.451037037037038,0.5051600522848736,0.13043176464457223,14.195390778333676,14.7066832957404,0.3535180968949661,0.032500835581737456,0.008391679663059641,0.3370704047553692,0.369965789034563,0.8362962962962963,0.037627306931606715,0.009715328873916513,0.8172542517034199,0.8553383408891727,0.15992592592592592,0.030133350501782185,0.007780397643922221,0.14467634654383837,0.17517550530801346
cooperation_increase,0.6237931034482759,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,1.0,1.0,1.0,0.6199999999999998,0.056061191058138796,0.014474937289114913,0.5916291229133346,0.648370877086665,14.283777777777777,0.4548003418754406,0.11742894332886807,14.053617048853196,14.513938506702358,0.33968239714619247,0.026602473941544604,0.006868729236234602,0.3262196878431727,0.35314510644921226,0.8367407407407408,0.03006010048864473,0.007761484571856165,0.8215282309799027,0.8519532505015789,0.1434814814814815,0.025627458084595885,0.0066169812244845656,0.13051219828149174,0.15645076468147123
cooperation_increase,0.6544827586206897,15,1.0,1.0,1,0.0,0,0.0,0.3333333333333333,0.09476973050886098,0.5718969361578057,0.9333333333333333,0.8070973403443054,1.0,0.6133333333333333,0.08338093878327917,0.021528865819918686,0.5711367563262927,0.6555299103403739,14.528518518518519,0.6063250777769392,0.1565524619078668,14.2216756931791,14.835361343857938,0.34758647212874666,0.0317988661502729,0.008210431935219047,0.33149402553571733,0.363678918721776,0.8441481481481481,0.03804171725378202,0.00982232915900194,0.8248963829965043,0.8633999132997919,0.15718518518518515,0.03013452105477156,0.007780699879404467,0.1419350134215524,0.1724353569488179
cooperation_increase,0.6851724137931035,15,1.0,1.0,1,0.0,0,0.0,0.26666666666666666,0.0428741701850342,0.4904591631482991,1.0,1.0,1.0,0.6133333333333333,0.06399404734221843,0.016523191974188067,0.5809478770639247,0.6457187896027419,14.307185185185185,0.48196940682193423,0.12444396573352123,14.063275012347484,14.551095358022886,0.35069515326249223,0.02408919113896413,0.00621980240698769,0.33850434054479633,0.36288596598018813,0.8351851851851853,0.028679542656057315,0.007405026072250347,0.8206713340835746,0.8496990362867959,0.15037037037037035,0.025903996772599133,0.0066883832066991404,0.13726113928524003,0.16347960145550067
cooperation_increase,0.7158620689655173,15,1.0,1.0,1,0.0,0,0.0,0.13333333333333333,0.0,0.3053639938219455,0.9333333333333333,0.8070973403443054,1.0,0.5866666666666666,0.07432233529572063,0.019189944456771312,0.5490543755313948,0.6242789578019383,14.401851851851854,0.6737585312966379,0.1739637047384698,14.060882990564453,14.742820713139254,0.35361408464895167,0.031445679847625155,0.008119239624001493,0.3377003749859087,0.3695277943119946,0.8379259259259259,0.04439454871175516,0.011462623188201444,0.815459184477051,0.8603926673748007,0.1543703703703704,0.043197725678804914,0.011153604809869861,0.13250930494302549,0.17623143579771533
cooperation_increase,0.7465517241379311,15,1.0,1.0,1,0.0,0,0.0,0.13333333333333333,0.0,0.3053639938219455,0.9333333333333333,0.8070973403443054,1.0,0.5933333333333333,0.07037315505489966,0.018170270503179913,0.5577196031471007,0.6289470635195659,14.420962962962964,0.4176432717168407,0.1078350290676602,14.20960630599035,14.632319619935577,0.3531677329302931,0.031308177830050056,0.008083736755725608,0.33732360888907087,0.3690118569715153,0.836,0.030460313324565256,0.007864819081753406,0.8205849545997633,0.8514150454002366,0.15429629629629626,0.027843942364475575,0.007189275004691537,0.14020531728710084,0.1683872753054917
