time_step,total_fish_mean,total_fish_ci,mpa_fish_mean,mpa_fish_ci,outside_fish_mean,outside_fish_ci,cooperation_mean,cooperation_ci,trust_mean,trust_ci,fully_noncoop_mean,fully_noncoop_ci,noncoop_mean,noncoop_ci,cond_coop_mean,cond_coop_ci,coop_mean,coop_ci,fully_coop_mean,fully_coop_ci
95,14.33,1.5613845194570102,4.63,0.6312630272715167,9.7,1.1406795869129946,0.6844324324324323,0.0068983422270407265,0.9433975225225226,0.0011492785169534417,19.58,2.1190092915322483,9.25,1.8975340945553523,2.1,0.8234333002739206,6.04,1.507014417449283,0.03,0.03343509533409471
96,14.13,1.5476939909426533,4.62,0.6765720136097857,9.51,1.0794227338721372,0.7093513513513513,0.006389963536557864,0.9424816066066063,0.0011647811145908574,19.58,2.1190092915322483,9.25,1.8975340945553523,2.1,0.8234333002739206,6.04,1.507014417449283,0.03,0.03343509533409471
97,14.04,1.6052675211316028,4.5,0.5883265759763023,9.54,1.1865432711873596,0.718,0.005562020899107063,0.9424241741741745,0.0011903769393722835,19.58,2.1190092915322483,9.25,1.8975340945553523,2.1,0.8234333002739206,6.04,1.507014417449283,0.03,0.03343509533409471
98,14.23,1.5859912589923053,4.6,0.5515928933552352,9.63,1.2163549028141418,0.7246486486486491,0.004789459886193949,0.9425792042042044,0.0011679283730071008,19.58,2.1190092915322483,9.25,1.8975340945553523,2.1,0.8234333002739206,6.04,1.507014417449283,0.03,0.03343509533409471
99,14.48,1.5795897675029424,4.45,0.5240022519035584,10.03,1.2499376566853244,0.7264324324324327,0.00482000495985245,0.9427646396396393,0.0011320117991854253,19.58,2.1190092915322483,9.25,1.8975340945553523,2.1,0.8234333002739206,6.04,1.507014417449283,0.03,0.03343509533409471
100,14.74,1.5842378225506422,4.79,0.5580289010436644,9.95,1.2225671842479657,0.6850270270270272,0.007458255981257123,0.9429298048048045,0.0010900894523395495,20.11,2.139705168101437,8.95,1.8716460669688597,2.05,0.7939209784355119,5.86,1.5375747157130284,0.03,0.03343509533409471
101,14.43,1.5323778390462326,4.64,0.5498629705663038,9.79,1.1760963627186338,0.7066486486486486,0.00703221752917584,0.9420559309309311,0.0011229495055491982,20.11,2.139705168101437,8.95,1.8716460669688597,2.05,0.7939209784355119,5.86,1.5375747157130284,0.03,0.03343509533409471
102,14.33,1.5323276991557648,4.89,0.5976521784449544,9.44,1.1523466589529385,0.7138378378378377,0.0066380356128648895,0.9419680930930937,0.0011599206758599267,20.11,2.139705168101437,8.95,1.8716460669688597,2.05,0.7939209784355119,5.86,1.5375747157130284,0.03,0.03343509533409471
103,14.61,1.526006961452011,4.94,0.5872285606133272,9.67,1.1522583120116772,0.720216216216216,0.005433529533967198,0.9418708708708712,0.0012073965102872293,20.11,2.139705168101437,8.95,1.8716460669688597,2.05,0.7939209784355119,5.86,1.5375747157130284,0.03,0.03343509533409471
104,14.31,1.5079764130781357,4.93,0.5835766287301094,9.38,1.1169523936139805,0.723027027027027,0.004827509307949033,0.941987987987988,0.001227444190036384,20.11,2.139705168101437,8.95,1.8716460669688597,2.05,0.7939209784355119,5.86,1.5375747157130284,0.03,0.03343509533409471
105,13.86,1.4774344271066653,4.96,0.6034254008574713,8.9,1.0865190656403594,0.6797837837837841,0.0068449936670833015,0.9421355105105104,0.0011917622204978531,20.41,2.1553040876869325,9.02,1.9107698117774408,2.01,0.7842425124921497,5.54,1.4999878847510737,0.02,0.027439999999999985
106,13.69,1.495698332686107,4.96,0.6253106543151173,8.73,1.0307643540596463,0.7047567567567566,0.006872258732802269,0.9411092342342344,0.0012513151382964383,20.41,2.1553040876869325,9.02,1.9107698117774408,2.01,0.7842425124921497,5.54,1.4999878847510737,0.02,0.027439999999999985
107,13.34,1.4641659162813485,4.94,0.6240191843204823,8.4,1.0263365529883461,0.7135675675675676,0.006454004070610922,0.9409647147147148,0.001305760146173144,20.41,2.1553040876869325,9.02,1.9107698117774408,2.01,0.7842425124921497,5.54,1.4999878847510737,0.02,0.027439999999999985
108,13.4,1.4865020417073098,4.79,0.6728797324931104,8.61,1.016518433871221,0.7197837837837837,0.005058228281709956,0.9409605855855858,0.001348885022260425,20.41,2.1553040876869325,9.02,1.9107698117774408,2.01,0.7842425124921497,5.54,1.4999878847510737,0.02,0.027439999999999985
109,13.54,1.4855765663202956,4.83,0.6524504100696084,8.71,1.0570543668137415,0.7231351351351354,0.00519584670231725,0.9411535285285288,0.0013214399829080334,20.41,2.1553040876869325,9.02,1.9107698117774408,2.01,0.7842425124921497,5.54,1.4999878847510737,0.02,0.027439999999999985
110,13.61,1.4089919114033267,4.69,0.6115042946701188,8.92,1.0366454637917442,0.682162162162162,0.008759622087101621,0.9412586336336338,0.0013515714399779679,20.59,2.2190619347823533,8.98,1.9053337328667652,2.02,0.828308151354314,5.41,1.5270639116945954,0.0,0.0
111,13.55,1.4151077838807897,4.61,0.5820210016829289,8.94,1.0565181789254738,0.7073513513513512,0.007340181033269462,0.9404039039039034,0.001414220169507209,20.59,2.2190619347823533,8.98,1.9053337328667652,2.02,0.828308151354314,5.41,1.5270639116945954,0.0,0.0
112,13.32,1.3994125487503675,4.63,0.5343687580688077,8.69,1.0601027414359423,0.7179459459459457,0.005786200761972612,0.9405784534534536,0.0013651796125809183,20.59,2.2190619347823533,8.98,1.9053337328667652,2.02,0.828308151354314,5.41,1.5270639116945954,0.0,0.0
113,13.49,1.4444269169466486,4.75,0.5525496900732095,8.74,1.0726842025498458,0.7218378378378381,0.004963474284508076,0.9408108108108106,0.0013373328237967263,20.59,2.2190619347823533,8.98,1.9053337328667652,2.02,0.828308151354314,5.41,1.5270639116945954,0.0,0.0
114,13.61,1.4727140545265396,4.57,0.5648439798740891,9.04,1.099670047968935,0.7252972972972974,0.004520752122663374,0.9409665915915914,0.0013438677445783394,20.59,2.2190619347823533,8.98,1.9053337328667652,2.02,0.828308151354314,5.41,1.5270639116945954,0.0,0.0
115,13.71,1.4736006834960413,4.43,0.5593765829921736,9.28,1.0846010259998837,0.6742702702702702,0.008197806755450376,0.9412222222222217,0.00130454710575476,21.23,2.227659640429839,8.65,1.8833091196083565,1.9,0.840517840381749,5.22,1.4812154554959251,0.0,0.0
116,13.01,1.3729782512479942,4.5,0.5491498884639785,8.51,1.0417524458334617,0.7014054054054054,0.0075260707013425675,0.9400435435435436,0.0013168067065743004,21.23,2.227659640429839,8.65,1.8833091196083565,1.9,0.840517840381749,5.22,1.4812154554959251,0.0,0.0
117,12.91,1.3672584065932818,4.53,0.5676932847938223,8.38,1.0470069768630963,0.7147027027027029,0.005986799078166687,0.9399756006006005,0.001302958439824492,21.23,2.227659640429839,8.65,1.8833091196083565,1.9,0.840517840381749,5.22,1.4812154554959251,0.0,0.0
118,12.78,1.3628921694690304,4.62,0.6014230537649852,8.16,0.9704355673613779,0.7217837837837839,0.0052685183660643444,0.9402841591591589,0.0012991497602600783,21.23,2.227659640429839,8.65,1.8833091196083565,1.9,0.840517840381749,5.22,1.4812154554959251,0.0,0.0
119,12.92,1.3396080238636974,4.63,0.6102213775344157,8.29,0.9351870478144997,0.7260540540540541,0.004444378764614928,0.9406805555555552,0.0012070801906524267,21.23,2.227659640429839,8.65,1.8833091196083565,1.9,0.840517840381749,5.22,1.4812154554959251,0.0,0.0
120,12.76,1.3753894133662654,4.34,0.5593525457169208,8.42,0.9761429698563626,0.6877837837837839,0.006645302692235999,0.9410472972972965,0.0011750459827875996,21.76,2.225117138130036,8.34,1.8744856335539086,1.75,0.8059271182929633,5.15,1.462894158850872,0.0,0.0
121,12.84,1.3132643566319766,4.16,0.5394239060330939,8.68,0.9533259471974942,0.7123783783783783,0.006152705342838431,0.940407282282282,0.001162002012573353,21.76,2.225117138130036,8.34,1.8744856335539086,1.75,0.8059271182929633,5.15,1.462894158850872,0.0,0.0
122,12.98,1.3655391878668293,4.43,0.5475771375797205,8.55,1.0014717769363246,0.7201621621621622,0.005159589322336069,0.9406411411411406,0.0011538428301315624,21.76,2.225117138130036,8.34,1.8744856335539086,1.75,0.8059271182929633,5.15,1.462894158850872,0.0,0.0
123,13.41,1.4095916112122693,4.54,0.6018317160137042,8.87,1.0366361992521773,0.723297297297297,0.004723086430683012,0.9409403153153155,0.0010768524282891438,21.76,2.225117138130036,8.34,1.8744856335539086,1.75,0.8059271182929633,5.15,1.462894158850872,0.0,0.0
124,13.46,1.4560623525110452,4.48,0.6056875709472663,8.98,1.0663480827572205,0.7271351351351353,0.004185816928992322,0.941127252252252,0.0010550510248049463,21.76,2.225117138130036,8.34,1.8744856335539086,1.75,0.8059271182929633,5.15,1.462894158850872,0.0,0.0
125,13.46,1.3959878990879542,4.6,0.5853808333042687,8.86,0.9854805154847052,0.6870810810810812,0.006368920074778685,0.9413156906906903,0.0010417204182490197,22.31,2.1977701204630113,8.24,1.8814203247546786,1.63,0.7694866143085268,4.82,1.41456609658227,0.0,0.0
126,13.39,1.3626990740438625,4.35,0.557395191941947,9.04,0.9557567757541664,0.7097837837837837,0.006629363862933843,0.9407522522522522,0.0009794173804030977,22.31,2.1977701204630113,8.24,1.8814203247546786,1.63,0.7694866143085268,4.82,1.41456609658227,0.0,0.0
127,13.4,1.3562293611332856,4.11,0.5605017452247584,9.29,0.9655044352047278,0.7178918918918917,0.005467662829058842,0.940874624624625,0.0009584389075987356,22.31,2.1977701204630113,8.24,1.8814203247546786,1.63,0.7694866143085268,4.82,1.41456609658227,0.0,0.0
128,13.04,1.3550731841491073,4.12,0.5702758013452789,8.92,0.9954330402392719,0.7221621621621622,0.004726186781131146,0.9410499249249249,0.0009545928077586644,22.31,2.1977701204630113,8.24,1.8814203247546786,1.63,0.7694866143085268,4.82,1.41456609658227,0.0,0.0
129,13.39,1.4729748831531375,4.3,0.58963107109446,9.09,1.1170607281611866,0.7259459459459456,0.0040384726878908124,0.941286411411411,0.0009748005154381619,22.31,2.1977701204630113,8.24,1.8814203247546786,1.63,0.7694866143085268,4.82,1.41456609658227,0.0,0.0
130,13.7,1.5602634136580908,4.34,0.6118340219373224,9.36,1.2074363612215757,0.6820000000000002,0.006908544962712926,0.9416122372372374,0.0009242237080947966,22.92,2.2217583436548627,8.1,1.9007958333287658,1.46,0.6780693581043165,4.52,1.3777224661012109,0.0,0.0
131,13.49,1.5456672340448956,4.6,0.6123235745910817,8.89,1.0996613144054854,0.70827027027027,0.007042744305407615,0.9406084834834836,0.0009550590629916769,22.92,2.2217583436548627,8.1,1.9007958333287658,1.46,0.6780693581043165,4.52,1.3777224661012109,0.0,0.0
132,13.45,1.4986952592171632,4.69,0.6563483696940213,8.76,1.0438246779991363,0.719891891891892,0.005793955091778975,0.9404099099099099,0.001062143783251206,22.92,2.2217583436548627,8.1,1.9007958333287658,1.46,0.6780693581043165,4.52,1.3777224661012109,0.0,0.0
133,13.67,1.5490337690315212,4.61,0.5995774231907003,9.06,1.1214283492047095,0.725189189189189,0.004484205184896022,0.9407912912912916,0.001061970186926715,22.92,2.2217583436548627,8.1,1.9007958333287658,1.46,0.6780693581043165,4.52,1.3777224661012109,0.0,0.0
134,13.42,1.514708492614998,4.77,0.5826543002501567,8.65,1.0970311025672883,0.7267027027027022,0.0042466222469629104,0.9410499249249246,0.0010431862343879262,22.92,2.2217583436548627,8.1,1.9007958333287658,1.46,0.6780693581043165,4.52,1.3777224661012109,0.0,0.0
135,13.36,1.5673922822318602,4.69,0.5692070821766009,8.67,1.1618866113352024,0.6819459459459458,0.006940421802470048,0.9412590090090095,0.0010337252141928697,23.44,2.2662075682514176,8.12,1.9451022619903569,1.28,0.602252858523727,4.16,1.32954473049988,0.0,0.0
136,13.13,1.4762990109053107,4.48,0.5526226864688057,8.65,1.1033163644213748,0.7057837837837836,0.007470887136888473,0.9402987987987987,0.0011008594880716365,23.44,2.2662075682514176,8.12,1.9451022619903569,1.28,0.602252858523727,4.16,1.32954473049988,0.0,0.0
137,12.95,1.4385318487958474,4.36,0.5456549884313346,8.59,1.0920190613720988,0.7136756756756756,0.0068176113316035635,0.9402447447447453,0.0011189257548966742,23.44,2.2662075682514176,8.12,1.9451022619903569,1.28,0.602252858523727,4.16,1.32954473049988,0.0,0.0
138,12.68,1.3861731932193757,4.18,0.533451367605333,8.5,1.025025658215442,0.7201621621621621,0.00605813519198629,0.9402413663663667,0.0011516966917940075,23.44,2.2662075682514176,8.12,1.9451022619903569,1.28,0.602252858523727,4.16,1.32954473049988,0.0,0.0
139,12.5,1.368214778461335,4.06,0.529432245334566,8.44,1.0508671192876862,0.7236216216216218,0.005382752668001705,0.9404196696696695,0.001193643916951849,23.44,2.2662075682514176,8.12,1.9451022619903569,1.28,0.602252858523727,4.16,1.32954473049988,0.0,0.0
140,12.45,1.3207477124719917,3.99,0.5240902197141251,8.46,1.033951553217074,0.6799999999999997,0.007224550304349267,0.9406370120120117,0.0011806485274944247,23.52,2.3087235940233297,8.25,2.01057694207409,1.24,0.6079918736299029,3.99,1.3196186715866067,0.0,0.0
141,12.13,1.2920117219282496,4.11,0.5110265417764521,8.02,0.9585902949644337,0.7058378378378378,0.006667325771752597,0.9398363363363361,0.0012392616719715617,23.52,2.3087235940233297,8.25,2.01057694207409,1.24,0.6079918736299029,3.99,1.3196186715866067,0.0,0.0
142,12.21,1.3055115527638965,4.33,0.5633457354058872,7.88,0.9449883436318144,0.7195135135135134,0.005248111327187777,0.9397984234234232,0.0013025813609599927,23.52,2.3087235940233297,8.25,2.01057694207409,1.24,0.6079918736299029,3.99,1.3196186715866067,0.0,0.0
143,12.47,1.399021309916329,4.26,0.5745307984782018,8.21,1.0628532609913752,0.7248648648648651,0.004317865988079686,0.9400949699699704,0.0013081491679206821,23.52,2.3087235940233297,8.25,2.01057694207409,1.24,0.6079918736299029,3.99,1.3196186715866067,0.0,0.0
144,12.66,1.44833788543972,4.16,0.5904253978277021,8.5,1.115134933539435,0.7285945945945946,0.003933706060676655,0.9403100600600602,0.0012671544003899397,23.52,2.3087235940233297,8.25,2.01057694207409,1.24,0.6079918736299029,3.99,1.3196186715866067,0.0,0.0
145,12.78,1.4778400000000003,4.08,0.610237115882015,8.7,1.084749777598502,0.6852432432432429,0.007092612260711066,0.9406482732732729,0.0012107741064478152,24.06,2.298273635231453,8.02,2.0038026234137933,1.12,0.5675748493370718,3.8,1.298638671840631,0.0,0.0
146,12.51,1.4668593383143456,4.17,0.5945329743588661,8.34,1.0434933973916651,0.7119459459459461,0.006797561575433072,0.9399144144144141,0.001241254384878261,24.06,2.298273635231453,8.02,2.0038026234137933,1.12,0.5675748493370718,3.8,1.298638671840631,0.0,0.0
147,12.6,1.532313910398258,4.18,0.63896,8.42,1.081799268626116,0.7225945945945946,0.005256627446752506,0.9401794294294293,0.0012804117806795138,24.06,2.298273635231453,8.02,2.0038026234137933,1.12,0.5675748493370718,3.8,1.298638671840631,0.0,0.0
148,12.71,1.5831887109248857,4.43,0.6466544684760172,8.28,1.1256203381247158,0.7273513513513515,0.004535476527433304,0.9405623123123127,0.0012409827976853668,24.06,2.298273635231453,8.02,2.0038026234137933,1.12,0.5675748493370718,3.8,1.298638671840631,0.0,0.0
149,13.03,1.6500022259378924,4.67,0.6902178334410087,8.36,1.1686334610989024,0.7290810810810813,0.004182597812213006,0.9409286786786789,0.0011718790946267591,24.06,2.298273635231453,8.02,2.0038026234137933,1.12,0.5675748493370718,3.8,1.298638671840631,0.0,0.0
150,13.14,1.6552475604573473,4.41,0.6501145978979398,8.73,1.1801918291532103,0.6864864864864866,0.007053167843265459,0.9411565315315316,0.0011236879607945363,24.65,2.304209044336038,8.02,2.056408985002741,1.02,0.5571228891366782,3.31,1.1850124988370376,0.0,0.0
151,12.76,1.5973987975455597,4.44,0.6602145881453999,8.32,1.1404707631500248,0.7124864864864867,0.006751832978731094,0.9402856606606607,0.001100229410937272,24.65,2.304209044336038,8.02,2.056408985002741,1.02,0.5571228891366782,3.31,1.1850124988370376,0.0,0.0
152,12.5,1.635279107675506,4.35,0.6425542467371919,8.15,1.2083443714438367,0.7196756756756757,0.005511266967852518,0.9403269519519516,0.0011415573323735404,24.65,2.304209044336038,8.02,2.056408985002741,1.02,0.5571228891366782,3.31,1.1850124988370376,0.0,0.0
153,12.42,1.6335585871342353,4.37,0.5962106084262503,8.05,1.2086622522441908,0.7229189189189189,0.004734776360590482,0.9405202702702701,0.0011215139222949147,24.65,2.304209044336038,8.02,2.056408985002741,1.02,0.5571228891366782,3.31,1.1850124988370376,0.0,0.0
154,12.38,1.664911267785764,3.98,0.5522749981666742,8.4,1.2684092714892936,0.7271351351351352,0.004096369550531488,0.9406662912912919,0.0010553602125055925,24.65,2.304209044336038,8.02,2.056408985002741,1.02,0.5571228891366782,3.31,1.1850124988370376,0.0,0.0
155,12.53,1.7861730670906444,4.12,0.6156272326660022,8.41,1.3221198850331235,0.6843243243243243,0.006815215392585461,0.9409887387387389,0.00097802656162475,25.05,2.3087061224850602,7.92,2.068831761550464,0.92,0.49945784366651047,3.11,1.1545364985135802,0.0,0.0
156,12.19,1.7251774814203897,4.16,0.5858531474695686,8.03,1.2889753394072365,0.711675675675676,0.00661839160138891,0.9401272522522526,0.0009753455791519707,25.05,2.3087061224850602,7.92,2.068831761550464,0.92,0.49945784366651047,3.11,1.1545364985135802,0.0,0.0
157,12.01,1.6579086097852318,4.12,0.6042906002909528,7.89,1.2075556659632714,0.7186486486486485,0.006051683995540793,0.9404418168168168,0.000953163551882504,25.05,2.3087061224850602,7.92,2.068831761550464,0.92,0.49945784366651047,3.11,1.1545364985135802,0.0,0.0
158,11.65,1.5722511122591079,3.96,0.5925038180467701,7.69,1.1461207887478528,0.7244324324324326,0.004960216758146898,0.9405912162162164,0.0009868003957923827,25.05,2.3087061224850602,7.92,2.068831761550464,0.92,0.49945784366651047,3.11,1.1545364985135802,0.0,0.0
159,11.51,1.5873567961866668,3.83,0.5867278905932461,7.68,1.1651305684771989,0.7275675675675677,0.004618076718562013,0.9409391891891891,0.000969208217554094,25.05,2.3087061224850602,7.92,2.068831761550464,0.92,0.49945784366651047,3.11,1.1545364985135802,0.0,0.0
160,11.58,1.5875225660128425,3.92,0.581218493855796,7.66,1.1429405191872406,0.6885945945945946,0.006052648404383446,0.9412432432432432,0.00096704903594803,25.22,2.301407262002969,7.89,2.079982991853538,0.85,0.48039995836802507,3.04,1.1671203427239194,0.0,0.0
161,11.43,1.566101325457584,3.75,0.5448482724575714,7.68,1.1657898102145172,0.7175675675675676,0.005960106871740742,0.9406865615615615,0.0009070657267253128,25.22,2.301407262002969,7.89,2.079982991853538,0.85,0.48039995836802507,3.04,1.1671203427239194,0.0,0.0
162,11.28,1.5542392176238513,3.64,0.5306643443835283,7.64,1.1933551384227579,0.7255135135135135,0.004763045062187277,0.9410570570570571,0.0009445667074788793,25.22,2.301407262002969,7.89,2.079982991853538,0.85,0.48039995836802507,3.04,1.1671203427239194,0.0,0.0
163,11.54,1.54589711636965,3.77,0.5337933247990273,7.77,1.2021225035744068,0.7292972972972974,0.0043313107671102994,0.9413749999999997,0.000911770943887076,25.22,2.301407262002969,7.89,2.079982991853538,0.85,0.48039995836802507,3.04,1.1671203427239194,0.0,0.0
164,11.42,1.5406098719662937,3.78,0.5778377848496931,7.64,1.1735539895548053,0.7315675675675677,0.003992967632689364,0.9416520270270271,0.00091871324267328,25.22,2.301407262002969,7.89,2.079982991853538,0.85,0.48039995836802507,3.04,1.1671203427239194,0.0,0.0
165,11.63,1.5249392019356047,3.8,0.5964328629443554,7.83,1.1442287960019184,0.687675675675676,0.00667641056377378,0.9419838588588588,0.0008983531425435209,25.52,2.3088899830004896,7.8,2.0763052569408003,0.71,0.4332398116516992,2.97,1.1816882099775732,0.0,0.0
166,11.58,1.4525649787875237,3.96,0.6122733820769934,7.62,1.0698727819698939,0.713675675675676,0.006708068614122475,0.9411006006006007,0.0009619241420809558,25.52,2.3088899830004896,7.8,2.0763052569408003,0.71,0.4332398116516992,2.97,1.1816882099775732,0.0,0.0
167,11.42,1.3939941096001809,3.68,0.5542885544551683,7.74,1.0443765788258563,0.7216756756756761,0.00596974147242793,0.941126876876877,0.001032992246554108,25.52,2.3088899830004896,7.8,2.0763052569408003,0.71,0.4332398116516992,2.97,1.1816882099775732,0.0,0.0
168,11.45,1.4699673329703618,3.58,0.5304181535354913,7.87,1.1196576126655864,0.7256216216216219,0.004956005950977187,0.9412642642642646,0.0010955621837332441,25.52,2.3088899830004896,7.8,2.0763052569408003,0.71,0.4332398116516992,2.97,1.1816882099775732,0.0,0.0
169,11.55,1.4531453746958698,3.72,0.5467521793280755,7.83,1.0983190144944228,0.7290270270270274,0.0044815385597664435,0.9414189189189192,0.0010918481924095766,25.52,2.3088899830004896,7.8,2.0763052569408003,0.71,0.4332398116516992,2.97,1.1816882099775732,0.0,0.0
170,11.75,1.5142506397555195,3.62,0.5472437935691918,8.13,1.1969343046299572,0.6797297297297297,0.008295472851621789,0.9416632882882884,0.0010816141585053888,25.51,2.328607858442464,7.89,2.1045864502082106,0.66,0.42692021549699455,2.94,1.1957028152513485,0.0,0.0
171,11.67,1.5179703348880043,3.98,0.5459787483043641,7.69,1.126853416554256,0.7089729729729731,0.007386978040427555,0.940609234234234,0.0011354664957701846,25.51,2.328607858442464,7.89,2.1045864502082106,0.66,0.42692021549699455,2.94,1.1957028152513485,0.0,0.0
172,11.75,1.5590010519560273,4.23,0.6743397019307107,7.52,1.0875721923624195,0.7215135135135138,0.00586921416412025,0.9408119369369371,0.0010968558263964527,25.51,2.328607858442464,7.89,2.1045864502082106,0.66,0.42692021549699455,2.94,1.1957028152513485,0.0,0.0
173,11.72,1.5345886307411507,4.11,0.6228329843545538,7.61,1.0738564365873124,0.7271891891891894,0.004968074160564119,0.9410326576576573,0.0011119169549353874,25.51,2.328607858442464,7.89,2.1045864502082106,0.66,0.42692021549699455,2.94,1.1957028152513485,0.0,0.0
174,11.56,1.5195550211821878,3.91,0.5906693410022228,7.65,1.0461241800092378,0.7295135135135139,0.004421691846399322,0.9412653903903903,0.0010838277401278872,25.51,2.328607858442464,7.89,2.1045864502082106,0.66,0.42692021549699455,2.94,1.1957028152513485,0.0,0.0
175,11.78,1.562005641987249,3.86,0.6110800981868091,7.92,1.1086325530129446,0.6897297297297297,0.005976328078117639,0.9415356606606602,0.0010806365140501547,25.41,2.3718583495647465,8.09,2.149592861543785,0.7,0.4740607555999549,2.8,1.1795878602291565,0.0,0.0
176,11.77,1.5930001737601915,4.0,0.6123235745910817,7.77,1.1367509989439202,0.7151891891891892,0.006140652983363343,0.9409710960960962,0.001063013873001968,25.41,2.3718583495647465,8.09,2.149592861543785,0.7,0.4740607555999549,2.8,1.1795878602291565,0.0,0.0
177,11.79,1.5331397634919004,4.14,0.6369366737753448,7.65,1.1109500618839716,0.7234594594594594,0.005058228281709956,0.9411861861861864,0.001063733942591541,25.41,2.3718583495647465,8.09,2.149592861543785,0.7,0.4740607555999549,2.8,1.1795878602291565,0.0,0.0
178,11.64,1.5681273948247954,4.34,0.6328220527130831,7.3,1.1202904623355499,0.7282162162162163,0.0041605338534791364,0.9414774774774777,0.0010132953213961454,25.41,2.3718583495647465,8.09,2.149592861543785,0.7,0.4740607555999549,2.8,1.1795878602291565,0.0,0.0
179,11.86,1.6273949755360557,4.13,0.5772224957501221,7.73,1.2030808258799572,0.7311891891891895,0.003645079469895737,0.9417856606606607,0.0009681097289475314,25.41,2.3718583495647465,8.09,2.149592861543785,0.7,0.4740607555999549,2.8,1.1795878602291565,0.0,0.0
180,12.03,1.6786241466153164,4.02,0.6154400000000002,8.01,1.227934916190594,0.6912972972972969,0.005968613222137212,0.9421189939939939,0.0009006735972945726,25.54,2.3639615171148614,8.05,2.175754499018674,0.71,0.5158152521979161,2.7,1.1620337344500802,0.0,0.0
181,11.58,1.6513346049786517,3.88,0.5668976006299552,7.7,1.2191452087425847,0.7176216216216221,0.0061469103771574895,0.9416152402402403,0.0008969295512200688,25.54,2.3639615171148614,8.05,2.175754499018674,0.71,0.5158152521979161,2.7,1.1620337344500802,0.0,0.0
182,11.35,1.5644127716175167,3.82,0.5594624219730939,7.53,1.148718862733611,0.7245945945945951,0.005568716858549549,0.9418348348348345,0.0009486498403619307,25.54,2.3639615171148614,8.05,2.175754499018674,0.71,0.5158152521979161,2.7,1.1620337344500802,0.0,0.0
183,11.59,1.5940223431307354,4.08,0.5838563330135248,7.51,1.131887696902833,0.7267567567567569,0.0052405774220577505,0.941982357357357,0.0010098085383118726,25.54,2.3639615171148614,8.05,2.175754499018674,0.71,0.5158152521979161,2.7,1.1620337344500802,0.0,0.0
184,12.02,1.629980120614972,4.11,0.6350490740092452,7.91,1.1432345824020549,0.7300540540540544,0.004893785335818812,0.9420247747747748,0.0010708579521157154,25.54,2.3639615171148614,8.05,2.175754499018674,0.71,0.5158152521979161,2.7,1.1620337344500802,0.0,0.0
185,12.44,1.760581932884693,4.1,0.6987613040230547,8.34,1.2535483358849793,0.6870810810810807,0.0070002856800726095,0.9421824324324324,0.0011001705298922973,25.55,2.3919027655822473,8.18,2.2036502357679177,0.7,0.5299254287161547,2.57,1.139586206304727,0.0,0.0
186,12.64,1.7717185799104773,4.19,0.6849884542092667,8.45,1.2612337293301348,0.7116756756756757,0.00651583932995969,0.9413719969969967,0.0011814589020351116,25.55,2.3919027655822473,8.18,2.2036502357679177,0.7,0.5299254287161547,2.57,1.139586206304727,0.0,0.0
187,12.31,1.7014098337555237,4.26,0.7108182597542076,8.05,1.2112022952422103,0.7207027027027029,0.005693655786850665,0.9414335585585581,0.0012108660395012392,25.55,2.3919027655822473,8.18,2.2036502357679177,0.7,0.5299254287161547,2.57,1.139586206304727,0.0,0.0
188,12.21,1.7008678533031307,4.16,0.6563630020042264,8.05,1.2247647774164634,0.7260540540540542,0.004903088639417992,0.941523273273273,0.001253367829218832,25.55,2.3919027655822473,8.18,2.2036502357679177,0.7,0.5299254287161547,2.57,1.139586206304727,0.0,0.0
189,12.56,1.7337571059407366,4.19,0.6379461281330896,8.37,1.3041454710269096,0.7289189189189191,0.004674545965694508,0.9416880630630626,0.0012671732966979391,25.55,2.3919027655822473,8.18,2.2036502357679177,0.7,0.5299254287161547,2.57,1.139586206304727,0.0,0.0
190,12.39,1.6860318284065694,4.15,0.626203896506561,8.24,1.2562728518916586,0.6859999999999998,0.006420175718554905,0.941871246246246,0.0012835117618088712,25.63,2.4170312802278753,8.21,2.210597623811262,0.65,0.5181040436051434,2.51,1.1487322396450785,0.0,0.0
191,12.33,1.6311757776524267,4.13,0.6528035919018826,8.2,1.182515285313471,0.7110270270270272,0.006907513179982279,0.9410596846846846,0.0012928855527953582,25.63,2.4170312802278753,8.21,2.210597623811262,0.65,0.5181040436051434,2.51,1.1487322396450785,0.0,0.0
192,12.48,1.6305692237988545,4.04,0.6511921178884154,8.44,1.1855391779270732,0.7195675675675679,0.006268348096801384,0.9411189939939938,0.0013129171097085092,25.63,2.4170312802278753,8.21,2.210597623811262,0.65,0.5181040436051434,2.51,1.1487322396450785,0.0,0.0
193,12.29,1.5880342862797387,3.97,0.6256392455720788,8.32,1.1795487788133225,0.7242162162162166,0.0057151528845509544,0.941115615615616,0.0013979733591138555,25.63,2.4170312802278753,8.21,2.210597623811262,0.65,0.5181040436051434,2.51,1.1487322396450785,0.0,0.0
194,12.33,1.67967654552893,3.78,0.6126873473477318,8.55,1.2730573435631245,0.7269729729729734,0.004927329425124338,0.9412361111111115,0.001418092967331506,25.63,2.4170312802278753,8.21,2.210597623811262,0.65,0.5181040436051434,2.51,1.1487322396450785,0.0,0.0
195,12.7,1.7318016976547863,3.89,0.6634505907752286,8.81,1.2881524996676443,0.6810810810810812,0.00710864928573921,0.9413348348348349,0.001426352607339143,25.78,2.4195610563901866,8.15,2.19981078277201,0.63,0.541510082639279,2.44,1.1088543017006336,0.0,0.0
