time,average_trust,cooperation_rate
<<<<<<< Updated upstream
63,0.256578947368421,0.26194638694638694
64,0.2544736842105263,0.26194638694638694
65,0.2531578947368421,0.26194638694638694
66,0.2523684210526316,0.26194638694638694
67,0.2531578947368421,0.26194638694638694
68,0.2513157894736842,0.26194638694638694
69,0.24973684210526315,0.26194638694638694
70,0.24868421052631579,0.26194638694638694
71,0.24736842105263157,0.26194638694638694
72,0.2468421052631579,0.26194638694638694
73,0.24710526315789474,0.26194638694638694
74,0.24657894736842104,0.26194638694638694
75,0.24394736842105263,0.26194638694638694
76,0.24394736842105263,0.26194638694638694
77,0.2468421052631579,0.26194638694638694
78,0.24868421052631579,0.26194638694638694
79,0.25026315789473685,0.26194638694638694
80,0.25,0.26194638694638694
81,0.24921052631578947,0.26194638694638694
82,0.24868421052631579,0.26194638694638694
83,0.24842105263157893,0.26194638694638694
84,0.24842105263157893,0.26194638694638694
85,0.2468421052631579,0.26194638694638694
86,0.2463157894736842,0.26194638694638694
87,0.24710526315789474,0.26194638694638694
88,0.24736842105263157,0.26194638694638694
89,0.24789473684210525,0.26194638694638694
90,0.24894736842105264,0.26194638694638694
91,0.24894736842105264,0.26194638694638694
92,0.24921052631578947,0.26194638694638694
93,0.24973684210526315,0.26194638694638694
94,0.24894736842105264,0.26194638694638694
95,0.24605263157894736,0.26194638694638694
96,0.24710526315789474,0.26194638694638694
97,0.24605263157894736,0.26194638694638694
98,0.24578947368421053,0.26194638694638694
99,0.24552631578947368,0.26194638694638694
100,0.245,0.26194638694638694
101,0.24526315789473685,0.26194638694638694
102,0.24552631578947368,0.26194638694638694
103,0.24578947368421053,0.26194638694638694
104,0.24605263157894736,0.26194638694638694
105,0.24157894736842106,0.26194638694638694
106,0.24289473684210527,0.26194638694638694
107,0.24289473684210527,0.26194638694638694
108,0.24342105263157895,0.26194638694638694
109,0.24394736842105263,0.26194638694638694
110,0.24447368421052632,0.26194638694638694
111,0.24526315789473685,0.26194638694638694
112,0.24552631578947368,0.26194638694638694
113,0.24578947368421053,0.26194638694638694
114,0.2463157894736842,0.26194638694638694
115,0.2431578947368421,0.26194638694638694
116,0.24421052631578946,0.26194638694638694
117,0.24473684210526317,0.26194638694638694
118,0.24447368421052632,0.26194638694638694
119,0.24473684210526317,0.26194638694638694
120,0.245,0.26194638694638694
121,0.245,0.26194638694638694
122,0.24526315789473685,0.26194638694638694
123,0.24605263157894736,0.26194638694638694
124,0.24657894736842106,0.26194638694638694
125,0.2468421052631579,0.26194638694638694
126,0.24736842105263157,0.26194638694638694
127,0.24763157894736842,0.26194638694638694
128,0.24789473684210525,0.26194638694638694
129,0.24789473684210525,0.26194638694638694
130,0.24605263157894736,0.26194638694638694
131,0.24657894736842106,0.26194638694638694
132,0.24605263157894736,0.26194638694638694
133,0.24605263157894736,0.26194638694638694
134,0.2463157894736842,0.26194638694638694
135,0.24552631578947368,0.26194638694638694
136,0.2463157894736842,0.26194638694638694
137,0.2468421052631579,0.26194638694638694
138,0.24710526315789474,0.26194638694638694
139,0.2468421052631579,0.26194638694638694
140,0.24710526315789474,0.26194638694638694
141,0.24710526315789474,0.26194638694638694
142,0.24736842105263157,0.26194638694638694
143,0.24763157894736842,0.26194638694638694
144,0.24789473684210525,0.26194638694638694
145,0.24736842105263157,0.26194638694638694
146,0.24736842105263157,0.26194638694638694
147,0.24763157894736842,0.26194638694638694
148,0.24763157894736842,0.26194638694638694
=======
0,0.49105263157894735,0.21812427334969642
1,0.485,0.21812427334969642
2,0.4813157894736842,0.21812427334969642
3,0.4789473684210526,0.21812427334969642
4,0.47421052631578947,0.21812427334969642
5,0.4652631578947368,0.21812427334969642
6,0.4552631578947368,0.21812427334969642
7,0.4336842105263158,0.21812427334969642
8,0.41973684210526313,0.21812427334969642
9,0.40657894736842104,0.21812427334969642
10,0.3918421052631579,0.21812427334969642
11,0.3826315789473684,0.21812427334969642
12,0.3713157894736842,0.21812427334969642
13,0.3644736842105263,0.21812427334969642
14,0.35657894736842105,0.21812427334969642
15,0.3439473684210526,0.21812427334969642
16,0.33473684210526317,0.21812427334969642
17,0.32552631578947366,0.21812427334969642
18,0.3189473684210526,0.21812427334969642
19,0.31184210526315786,0.21812427334969642
20,0.3086842105263158,0.21812427334969642
21,0.305,0.21812427334969642
22,0.3026315789473684,0.21812427334969642
23,0.2994736842105263,0.21812427334969642
24,0.29789473684210527,0.21812427334969642
25,0.2863157894736842,0.21812427334969642
26,0.28368421052631576,0.21812427334969642
27,0.2784210526315789,0.21812427334969642
28,0.27657894736842104,0.21812427334969642
29,0.2739473684210526,0.21812427334969642
30,0.27210526315789474,0.21812427334969642
31,0.26999999999999996,0.21812427334969642
32,0.26499999999999996,0.21812427334969642
33,0.26131578947368417,0.21812427334969642
34,0.2607894736842105,0.21812427334969642
35,0.25421052631578944,0.21812427334969642
36,0.2489473684210526,0.21812427334969642
37,0.24605263157894736,0.21812427334969642
38,0.24447368421052632,0.21812427334969642
39,0.23973684210526314,0.21812427334969642
40,0.2363157894736842,0.21812427334969642
41,0.2331578947368421,0.21812427334969642
42,0.23289473684210524,0.21812427334969642
43,0.22921052631578948,0.21812427334969642
44,0.2281578947368421,0.21812427334969642
45,0.22921052631578948,0.21812427334969642
46,0.22789473684210526,0.21812427334969642
47,0.22657894736842105,0.21812427334969642
48,0.22605263157894737,0.21812427334969642
49,0.22710526315789473,0.21812427334969642
50,0.22342105263157894,0.21812427334969642
51,0.22210526315789472,0.21812427334969642
52,0.22157894736842104,0.21812427334969642
53,0.22210526315789472,0.21812427334969642
54,0.22105263157894736,0.21812427334969642
55,0.21578947368421053,0.21812427334969642
56,0.215,0.21812427334969642
57,0.21421052631578946,0.21812427334969642
58,0.21473684210526314,0.21812427334969642
59,0.215,0.21812427334969642
60,0.21447368421052632,0.21812427334969642
61,0.21342105263157896,0.21812427334969642
62,0.21157894736842106,0.21812427334969642
63,0.2113157894736842,0.21812427334969642
64,0.21078947368421053,0.21812427334969642
65,0.20894736842105263,0.21812427334969642
66,0.20894736842105263,0.21812427334969642
67,0.20842105263157895,0.21812427334969642
68,0.20710526315789474,0.21812427334969642
69,0.20552631578947367,0.21812427334969642
70,0.2063157894736842,0.21812427334969642
71,0.2063157894736842,0.21812427334969642
72,0.20657894736842106,0.21812427334969642
73,0.20684210526315788,0.21812427334969642
74,0.20736842105263156,0.21812427334969642
75,0.20526315789473684,0.21812427334969642
76,0.2044736842105263,0.21812427334969642
77,0.20526315789473684,0.21812427334969642
78,0.20526315789473684,0.21812427334969642
79,0.20421052631578948,0.21812427334969642
80,0.20421052631578948,0.21812427334969642
81,0.20368421052631577,0.21812427334969642
82,0.20394736842105263,0.21812427334969642
83,0.20394736842105263,0.21812427334969642
84,0.2044736842105263,0.21812427334969642
85,0.20368421052631577,0.21812427334969642
86,0.20394736842105263,0.21812427334969642
87,0.20394736842105263,0.21812427334969642
88,0.20368421052631577,0.21812427334969642
89,0.20289473684210527,0.21812427334969642
90,0.1968421052631579,0.21812427334969642
91,0.19736842105263158,0.21812427334969642
92,0.1976315789473684,0.21812427334969642
93,0.19815789473684212,0.21812427334969642
94,0.19789473684210526,0.21812427334969642
95,0.1976315789473684,0.21812427334969642
96,0.19789473684210526,0.21812427334969642
97,0.19815789473684212,0.21812427334969642
98,0.19842105263157894,0.21812427334969642
99,0.19894736842105262,0.21812427334969642
100,0.19710526315789473,0.21812427334969642
101,0.19710526315789473,0.21812427334969642
102,0.19710526315789473,0.21812427334969642
103,0.1976315789473684,0.21812427334969642
104,0.19789473684210526,0.21812427334969642
105,0.19710526315789473,0.21812427334969642
106,0.19736842105263158,0.21812427334969642
107,0.19736842105263158,0.21812427334969642
108,0.19789473684210526,0.21812427334969642
109,0.19815789473684212,0.21812427334969642
110,0.19657894736842105,0.21812427334969642
111,0.19710526315789473,0.21812427334969642
112,0.19736842105263158,0.21812427334969642
113,0.1968421052631579,0.21812427334969642
114,0.19657894736842105,0.21812427334969642
115,0.19605263157894737,0.21812427334969642
116,0.19710526315789473,0.21812427334969642
117,0.19815789473684212,0.21812427334969642
118,0.19815789473684212,0.21812427334969642
119,0.19842105263157894,0.21812427334969642
120,0.19815789473684212,0.21812427334969642
121,0.19815789473684212,0.21812427334969642
122,0.1986842105263158,0.21812427334969642
123,0.19894736842105262,0.21812427334969642
124,0.19973684210526316,0.21812427334969642
125,0.19815789473684212,0.21812427334969642
126,0.19894736842105262,0.21812427334969642
127,0.19973684210526316,0.21812427334969642
128,0.19973684210526316,0.21812427334969642
129,0.2,0.21812427334969642
130,0.1976315789473684,0.21812427334969642
131,0.19736842105263158,0.21812427334969642
132,0.19815789473684212,0.21812427334969642
133,0.19789473684210526,0.21812427334969642
134,0.19736842105263158,0.21812427334969642
135,0.19710526315789473,0.21812427334969642
136,0.19736842105263158,0.21812427334969642
137,0.19736842105263158,0.21812427334969642
138,0.19842105263157894,0.21812427334969642
139,0.19973684210526316,0.21812427334969642
140,0.1994736842105263,0.21812427334969642
141,0.2,0.21812427334969642
142,0.1994736842105263,0.21812427334969642
143,0.19973684210526316,0.21812427334969642
144,0.19921052631578948,0.21812427334969642
145,0.19815789473684212,0.21812427334969642
146,0.19815789473684212,0.21812427334969642
147,0.19842105263157894,0.21812427334969642
148,0.1986842105263158,0.21812427334969642
149,0.19894736842105262,0.21812427334969642
150,0.19631578947368422,0.21812427334969642
151,0.1968421052631579,0.21812427334969642
152,0.19736842105263158,0.21812427334969642
153,0.19736842105263158,0.21812427334969642
154,0.19736842105263158,0.21812427334969642
155,0.1976315789473684,0.21812427334969642
156,0.1976315789473684,0.21812427334969642
157,0.19815789473684212,0.21812427334969642
158,0.19789473684210526,0.21812427334969642
159,0.19789473684210526,0.21812427334969642
160,0.19815789473684212,0.21812427334969642
161,0.19815789473684212,0.21812427334969642
162,0.19815789473684212,0.21812427334969642
163,0.19842105263157894,0.21812427334969642
164,0.19842105263157894,0.21812427334969642
165,0.1986842105263158,0.21812427334969642
166,0.1986842105263158,0.21812427334969642
167,0.1986842105263158,0.21812427334969642
168,0.1986842105263158,0.21812427334969642
169,0.1986842105263158,0.21812427334969642
170,0.1957894736842105,0.21812427334969642
171,0.19657894736842105,0.21812427334969642
172,0.1968421052631579,0.21812427334969642
173,0.1968421052631579,0.21812427334969642
174,0.19710526315789473,0.21812427334969642
175,0.19736842105263158,0.21812427334969642
176,0.19736842105263158,0.21812427334969642
177,0.1976315789473684,0.21812427334969642
178,0.1976315789473684,0.21812427334969642
179,0.1976315789473684,0.21812427334969642
180,0.1968421052631579,0.21812427334969642
181,0.1976315789473684,0.21812427334969642
182,0.1976315789473684,0.21812427334969642
183,0.1976315789473684,0.21812427334969642
184,0.19789473684210526,0.21812427334969642
185,0.19842105263157894,0.21812427334969642
186,0.1986842105263158,0.21812427334969642
187,0.1986842105263158,0.21812427334969642
188,0.1986842105263158,0.21812427334969642
189,0.1986842105263158,0.21812427334969642
190,0.1968421052631579,0.21812427334969642
191,0.19710526315789473,0.21812427334969642
192,0.19710526315789473,0.21812427334969642
193,0.19736842105263158,0.21812427334969642
194,0.19736842105263158,0.21812427334969642
195,0.1968421052631579,0.21812427334969642
196,0.1968421052631579,0.21812427334969642
197,0.19710526315789473,0.21812427334969642
198,0.19736842105263158,0.21812427334969642
199,0.19736842105263158,0.21812427334969642
200,0.19631578947368422,0.21812427334969642
201,0.19657894736842105,0.21812427334969642
202,0.19710526315789473,0.21812427334969642
203,0.19710526315789473,0.21812427334969642
204,0.19710526315789473,0.21812427334969642
205,0.19710526315789473,0.21812427334969642
206,0.19736842105263158,0.21812427334969642
207,0.1976315789473684,0.21812427334969642
208,0.19789473684210526,0.21812427334969642
209,0.19789473684210526,0.21812427334969642
210,0.19631578947368422,0.21812427334969642
211,0.19657894736842105,0.21812427334969642
212,0.1968421052631579,0.21812427334969642
213,0.19736842105263158,0.21812427334969642
214,0.1976315789473684,0.21812427334969642
215,0.1936842105263158,0.21812427334969642
216,0.19394736842105265,0.21812427334969642
217,0.19447368421052633,0.21812427334969642
218,0.19526315789473683,0.21812427334969642
219,0.1955263157894737,0.21812427334969642
220,0.1931578947368421,0.21812427334969642
221,0.19473684210526315,0.21812427334969642
222,0.19526315789473683,0.21812427334969642
223,0.19631578947368422,0.21812427334969642
224,0.19657894736842105,0.21812427334969642
225,0.19605263157894737,0.21812427334969642
226,0.1968421052631579,0.21812427334969642
227,0.1968421052631579,0.21812427334969642
228,0.1968421052631579,0.21812427334969642
229,0.19736842105263158,0.21812427334969642
230,0.1957894736842105,0.21812427334969642
231,0.19631578947368422,0.21812427334969642
232,0.1968421052631579,0.21812427334969642
233,0.1968421052631579,0.21812427334969642
234,0.1968421052631579,0.21812427334969642
235,0.19710526315789473,0.21812427334969642
236,0.19736842105263158,0.21812427334969642
237,0.19815789473684212,0.21812427334969642
238,0.19894736842105262,0.21812427334969642
239,0.19921052631578948,0.21812427334969642
240,0.19657894736842105,0.21812427334969642
241,0.1976315789473684,0.21812427334969642
242,0.19815789473684212,0.21812427334969642
243,0.19973684210526316,0.21812427334969642
244,0.2013157894736842,0.21812427334969642
245,0.20210526315789473,0.21812427334969642
246,0.2031578947368421,0.21812427334969642
247,0.20421052631578948,0.21812427334969642
248,0.20473684210526316,0.21812427334969642
249,0.205,0.21812427334969642
250,0.20473684210526316,0.21812427334969642
251,0.20657894736842106,0.21812427334969642
252,0.2081578947368421,0.21812427334969642
253,0.21,0.21812427334969642
254,0.21105263157894738,0.21812427334969642
255,0.20894736842105263,0.21812427334969642
256,0.2094736842105263,0.21812427334969642
257,0.21052631578947367,0.21812427334969642
258,0.2118421052631579,0.21812427334969642
259,0.21210526315789474,0.21812427334969642
260,0.21,0.21812427334969642
261,0.2094736842105263,0.21812427334969642
262,0.20842105263157895,0.21812427334969642
263,0.20842105263157895,0.21812427334969642
264,0.2081578947368421,0.21812427334969642
265,0.2081578947368421,0.21812427334969642
266,0.20789473684210527,0.21812427334969642
267,0.2081578947368421,0.21812427334969642
268,0.20789473684210527,0.21812427334969642
269,0.20789473684210527,0.21812427334969642
270,0.20394736842105263,0.21812427334969642
271,0.2036842105263158,0.21812427334969642
272,0.2036842105263158,0.21812427334969642
273,0.20289473684210527,0.21812427334969642
274,0.2031578947368421,0.21812427334969642
275,0.20289473684210527,0.21812427334969642
276,0.2023684210526316,0.21812427334969642
277,0.2023684210526316,0.21812427334969642
278,0.2018421052631579,0.21812427334969642
279,0.2013157894736842,0.21812427334969642
280,0.2005263157894737,0.21812427334969642
281,0.20105263157894737,0.21812427334969642
282,0.2018421052631579,0.21812427334969642
283,0.20210526315789473,0.21812427334969642
284,0.20157894736842105,0.21812427334969642
285,0.2018421052631579,0.21812427334969642
286,0.2026315789473684,0.21812427334969642
287,0.20289473684210527,0.21812427334969642
288,0.20289473684210527,0.21812427334969642
289,0.20289473684210527,0.21812427334969642
290,0.2018421052631579,0.21812427334969642
291,0.2018421052631579,0.21812427334969642
292,0.20157894736842105,0.21812427334969642
293,0.20157894736842105,0.21812427334969642
294,0.20157894736842105,0.21812427334969642
295,0.19921052631578948,0.21812427334969642
296,0.19921052631578948,0.21812427334969642
297,0.1994736842105263,0.21812427334969642
298,0.2,0.21812427334969642
299,0.20026315789473684,0.21812427334969642
300,0.2,0.21812427334969642
301,0.2005263157894737,0.21812427334969642
302,0.20026315789473684,0.21812427334969642
303,0.20026315789473684,0.21812427334969642
304,0.20078947368421052,0.21812427334969642
305,0.2005263157894737,0.21812427334969642
306,0.2005263157894737,0.21812427334969642
307,0.20078947368421052,0.21812427334969642
308,0.20105263157894737,0.21812427334969642
309,0.20105263157894737,0.21812427334969642
310,0.20105263157894737,0.21812427334969642
311,0.20105263157894737,0.21812427334969642
312,0.20105263157894737,0.21812427334969642
313,0.2013157894736842,0.21812427334969642
314,0.2013157894736842,0.21812427334969642
315,0.19973684210526316,0.21812427334969642
316,0.20078947368421052,0.21812427334969642
317,0.20105263157894737,0.21812427334969642
318,0.2013157894736842,0.21812427334969642
319,0.2013157894736842,0.21812427334969642
320,0.19605263157894737,0.21812427334969642
321,0.19842105263157894,0.21812427334969642
322,0.1986842105263158,0.21812427334969642
323,0.1986842105263158,0.21812427334969642
324,0.1994736842105263,0.21812427334969642
325,0.1994736842105263,0.21812427334969642
326,0.1994736842105263,0.21812427334969642
327,0.1994736842105263,0.21812427334969642
328,0.1994736842105263,0.21812427334969642
329,0.19973684210526316,0.21812427334969642
330,0.19710526315789473,0.21812427334969642
331,0.1976315789473684,0.21812427334969642
332,0.19815789473684212,0.21812427334969642
333,0.19894736842105262,0.21812427334969642
334,0.19894736842105262,0.21812427334969642
335,0.20026315789473684,0.21812427334969642
336,0.19973684210526316,0.21812427334969642
337,0.19973684210526316,0.21812427334969642
338,0.19921052631578948,0.21812427334969642
339,0.1994736842105263,0.21812427334969642
340,0.19710526315789473,0.21812427334969642
341,0.19710526315789473,0.21812427334969642
342,0.19710526315789473,0.21812427334969642
343,0.19736842105263158,0.21812427334969642
344,0.1976315789473684,0.21812427334969642
345,0.19631578947368422,0.21812427334969642
346,0.1968421052631579,0.21812427334969642
347,0.1976315789473684,0.21812427334969642
348,0.19789473684210526,0.21812427334969642
>>>>>>> Stashed changes
