scale,imitation_period,cooperation_increase,q,trust_decrease,stability_probability,mean_fish_population,mean_persistence,sample_id
2.209150152013474,10.0,0.10838760414839946,0.7856039987812593,0.06866054960584944,0.0,15.166875000000001,0.635,0
0.9295756015374981,10.0,0.07024241281440127,0.9732209676566184,0.05204977629097879,0.0,14.580625000000001,0.63625,1
3.270962859899338,2.0,0.2901100496086718,0.8391455405837684,0.14022839257847092,0.0,14.32625,0.604375,2
2.3253386238614713,12.0,0.27575731083303207,0.43395730005339483,0.27155362074214634,0.0,14.231875,0.625,3
2.2751295312293385,9.0,0.12114004875765366,0.8741759173086125,0.43548543958104197,0.0,14.368749999999999,0.6025,4
1.2300942005679878,13.0,0.17268562051306158,0.2509425205080498,0.39944175973198,0.0,14.644375,0.62,5
1.9970951633692602,4.0,0.45353503232634695,0.5426874056748976,0.11477722335397857,0.0,14.315625,0.6074999999999999,6
3.811692945221327,8.0,0.17459634045579595,0.2597126031983651,0.10647404289777546,0.5,14.961875,0.6675,7
2.1055228088565032,11.0,0.4643215160340193,0.42136270868856557,0.30904342762370657,0.0,14.591875,0.624375,8
2.4281127543185765,13.0,0.19534223710047038,0.741840261225069,0.3790340484576772,0.0,15.10625,0.676875,9
3.0870007471043803,3.0,0.49859785179936505,0.43647611331144637,0.11169719589198737,0.0,14.480625,0.625625,10
0.7987523484609793,3.0,0.18572741151090422,0.9497036987614054,0.27880108481050825,0.0,14.43,0.59625,11
1.3443533013740074,10.0,0.25480772969284815,0.5087331225734053,0.13063588995906547,0.0,14.514375,0.6074999999999999,12
0.7308263766314328,9.0,0.42613185248931384,0.2189691817855113,0.2563922780648208,0.0,14.525625,0.6168750000000001,13
0.9559179856446985,2.0,0.3650602135933332,0.4971776698469894,0.1689753555039753,0.0,15.236875,0.69,14
1.8255069369538282,5.0,0.15296623749674954,0.21496167982590883,0.24155174518728273,0.0,14.348125,0.623125,15
2.9475754636648817,8.0,0.25163434402098966,0.8506065535037624,0.29860188260287945,0.0,14.190625,0.574375,16
2.1174200810826767,4.0,0.47398249205653376,0.6192170528116105,0.3761250889301451,0.0,14.423124999999999,0.603125,17
1.7859012115723125,5.0,0.09235928639545776,0.8016365341278004,0.355511039985091,0.0,14.195,0.606875,18
3.5853184871259787,14.0,0.4606715818422196,0.599800796365626,0.2890924143850079,0.0,14.574375,0.62625,19
1.186632515067946,11.0,0.23178077736066216,0.7010368518697454,0.1330404223152809,0.0,14.510625000000001,0.64,20
3.4824203445381916,9.0,0.40003730695743345,0.5207524365268146,0.14785583413464554,0.0,15.11125,0.66,21
1.1267503802759813,9.0,0.310367513715822,0.2715007589774588,0.22925814991867294,0.0,14.66,0.6625,22
3.486828883045728,15.0,0.39049532659678715,0.40439461365923624,0.28147581531587923,0.0,14.079374999999999,0.60625,23
3.56858410372681,13.0,0.3112607608642623,0.29113026674640186,0.1636426122775968,0.0,14.4225,0.58,24
3.8930729234068044,14.0,0.46261131962545565,0.5713772841328585,0.1576155305832357,0.0,14.203125,0.6168750000000001,25
3.0251825155776504,8.0,0.34876052335406266,0.24125815793704536,0.2720877418491037,0.0,14.25625,0.611875,26
3.839463525237786,5.0,0.07623631842255299,0.28452334984249006,0.05547745025169429,0.0,14.900625,0.64625,27
1.5578776873327513,15.0,0.15629497863868905,0.8033214767448678,0.18838660960242032,0.0,14.47625,0.6243749999999999,28
1.2220012264246254,13.0,0.40438274090838666,0.6526743684046683,0.3330053565627774,0.0,14.576875000000001,0.659375,29
1.0208747350804843,1.0,0.42285132771739614,0.8700956030059428,0.2472305247688748,0.0,14.909375,0.65375,30
0.8621051145073452,1.0,0.43208924688919587,0.7104210460540721,0.22148227968814493,0.0,14.371875,0.610625,31
2.0330704423742207,14.0,0.11493775172399481,0.6475233280188817,0.2924539010723572,0.0,14.2675,0.6,32
0.7651513573888502,2.0,0.13271233491400675,0.2993320601122307,0.4124964025338732,0.0,14.57,0.6487499999999999,33
1.502674915263489,8.0,0.10206829017769353,0.7351246179047992,0.2495224032012825,0.0,14.69125,0.62125,34
3.929123770215316,5.0,0.37095954574637896,0.35906723910092087,0.41901915761515046,0.0,13.988125,0.5918749999999999,35
1.6958749202359253,4.0,0.11181732445807066,0.26593631579837385,0.19786111439952475,0.0,14.626249999999999,0.6156250000000001,36
1.1416024651374892,13.0,0.10471168037520799,0.3655158832577095,0.12085078075512723,0.0,14.798125,0.649375,37
0.600353827229058,8.0,0.47030534741786123,0.8604301573683479,0.4849435585340823,0.0,14.701875000000001,0.625625,38
1.2533129448688076,3.0,0.26045857741755296,0.4525076914393668,0.32489544058105,0.0,14.386875,0.61625,39
3.8141940287716056,12.0,0.4677378731851535,0.6681271174570738,0.17977941074319248,0.0,14.488125,0.625625,40
2.4975565011261978,7.0,0.1794820441197787,0.5486013754382184,0.4299020171092988,0.0,14.317499999999999,0.5700000000000001,41
2.51839584387534,10.0,0.3805597010721539,0.5565923627731986,0.26461995613914757,0.0,13.99,0.605,42
0.874534504195833,6.0,0.44385528550608155,0.7238373894670984,0.15433953618545343,0.0,14.49875,0.64625,43
0.739835084165521,11.0,0.12252012078588427,0.6105309187477272,0.07432094191648088,0.0,14.834375,0.625,44
2.411192870672555,9.0,0.22369029627387926,0.30549204679886954,0.11828308370750609,0.0,13.658750000000001,0.5425,45
3.6089231107822295,8.0,0.16724070123698492,0.9419426022715756,0.31262379973602833,0.0,14.75,0.6231249999999999,46
3.700047547015462,4.0,0.25857353416871076,0.8803508086398217,0.352888976011577,0.0,14.528125,0.608125,47
2.2614205644064764,12.0,0.07223119048096899,0.749255292331956,0.06602561649811606,0.0,14.378125,0.61375,48
3.0663318439292473,6.0,0.39794713585072583,0.463845682414367,0.33989786567940183,0.0,14.346875,0.589375,49
2.7456479563352687,9.0,0.3713361167065041,0.3449712380737151,0.4967960843165301,0.0,14.5625,0.639375,50
