scale,imitation_period,cooperation_increase,q,trust_decrease,probability
2.2743603868930924,6.353531306372213,0.3644039002689951,0.9904068085568063,0.1580366857835364,0.0
3.3641834739056033,3.1738353222821276,0.09796922573671947,0.4391470376113881,0.3281910334923397,0.0
2.836607414407649,13.76711468767035,0.4278517529045205,0.8880994382542002,0.4431004573472902,0.0
1.6710371469926,9.305053829507301,0.2783833754999049,0.597704822529296,0.3789994028912404,0.0
3.1111404618445664,13.036098803194548,0.29490254277487055,0.2658388148456017,0.3704870279606014,0.0
3.0201268888897443,5.9177080041951795,0.057276994398807006,0.20216502075295853,0.41912402168855956,0.0
3.993764648400397,5.176920401160326,0.06639565183673211,0.9926818473475891,0.3979909361194183,0.0
3.7210588361320647,8.552087294554356,0.32701801850938766,0.20344642601396876,0.3860996453309393,0.0
0.5330587989206521,1.2484418321143576,0.3660327088743019,0.8908185393603636,0.19025615886226233,0.0
2.3062896472215786,1.0693297523493093,0.28896584313998835,0.604904434346454,0.12357906209215462,0.0
3.1183612497412407,7.040205963075673,0.2665653730303846,0.21907207911673213,0.4021895984250645,0.0
2.890483616573949,12.770079521376848,0.24726793606772457,0.5614482834852521,0.4958863678333388,0.0
3.385194622113404,4.152250878319601,0.40884221367325996,0.683348595607036,0.4398564999790504,0.0
2.2077888209775773,5.6022406247978855,0.2489854028311791,0.35991490360656864,0.09049974043645699,0.0
2.810597422230295,14.927462944998684,0.2907044557839017,0.7983576533393664,0.17708299639449615,0.0
0.6607046571572702,5.668392577711333,0.2375322013682588,0.3516545738933495,0.39977777002866616,0.0
1.2383239514923654,1.610448997167175,0.16446191887039022,0.6570378527738272,0.07657694151055067,0.0
1.4890487271294643,12.14045705323278,0.2743200141396746,0.3919838594065319,0.35840102292839704,0.0
1.4146023912065402,6.454775218404804,0.373454873369174,0.23928646497084202,0.13066928720351412,0.0
2.468994284771003,14.967315529440327,0.2705206237008719,0.5704096645720531,0.43593054833021966,0.0
3.538621092495798,9.62708750688119,0.49702045298290237,0.6769850457160593,0.2410050252182988,0.0
2.153525315227494,10.980472190556927,0.28833266425265974,0.6725935242245256,0.10616489384985403,0.0
3.8859277613381304,9.42012036376721,0.38751547685311943,0.9126123870109328,0.4885943018180007,0.0
2.9710311705451757,8.004063358954088,0.11471462025748592,0.6328708771821527,0.16049513425187378,0.0
2.507308412816868,6.024017930145677,0.22274743251028478,0.5426757698833871,0.3231554843217028,0.0
1.1016280617406329,6.922568852286159,0.14377406893819333,0.9792810057175854,0.4424476072682925,0.0
0.5832742079269834,12.931773450562146,0.07268991542167022,0.9096256548666102,0.3536219348376632,0.0
1.4326829790730833,10.769635552684745,0.4422646373035854,0.6536401114517236,0.3843120815459923,0.0
2.4970625853864616,9.23321661640966,0.38616494195192286,0.7598775685218511,0.27451256136583785,0.0
2.222271443558191,14.263277524813374,0.3051577280850131,0.44786205070099805,0.205178828133472,0.0
1.2968964578112279,1.04531254269975,0.23401745207677443,0.44524442334870146,0.11818123739992009,0.0
